Card_Name,Bank_Name,Annual_Fee,Joining_Fee,Reward_Rate,Lounge_Access,Forex_Markup,Minimum_Income_LPA,Reward_Value_Per_Point_INR,Spend_Based_Fee_Waiver,Milestone_Rewards,Third_Party_Tieups,Reward_Description,Bank,Reward_Description_Clean,Annual_Fee_INR,Joining_Fee_INR,Min_Income_LPA,Spend_Based_Fee_Waiver_INR,Reward_Points,Reward_Spend_Required,Reward_Rate_Per_Rupee,Reward_Cashback_Percent,Milestone_Reward_Value,Lounge_Domestic,Lounge_International,International_Usage,Reward_Type,is_amazon_corp_partner,is_bookmyshow_corp_partner,is_cleartrip_corp_partner,is_flipkart_corp_partner,is_makemytrip_corp_partner,is_reliance_corp_partner,is_swiggy_corp_partner,is_tata_corp_partner,is_zomato_corp_partner,Merchant_Partner_Count,Milestone_Reward,ERV,Annual_Reward_Value_Estimate,Experiential_Benefits,Net_Fee,Net_Annual_Value,Effective_Reward_Rate_Index,Net_Value_Index,Travel_Benefit_Index,Lifestyle_Benefit_Index,Fee_to_Value_Ratio,Annual_Fee_INR_scaled,Joining_Fee_INR_scaled,Min_Income_LPA_scaled,Reward_Rate_Per_Rupee_scaled,Reward_Value_Per_Point_INR_scaled,ERV_scaled,Annual_Reward_Value_Estimate_scaled,Net_Annual_Value_scaled,Travel_Benefit_Index_scaled,Lifestyle_Benefit_Index_scaled,Effective_Reward_Rate_Index_scaled,Net_Value_Index_scaled,Fee_to_Value_Ratio_scaled,Forex_Markup_scaled,Card_Segment_Cluster,Card_Segment_Hierarchy,Card_Segment
Kotak PVR Platinum Credit Card,Kotak,999,999,2.0,0.0,3.5,3.0,0.25,100000,0,PVR Cinemas,"2 free PVR tickets every month on minimum Rs.10,000 spend. 2 reward points per Rs.100. Best for frequent movie goers. Fee waived at 1L spend.",Kotak,"2 free PVR tickets every month on minimum Rs.10,000 spend. 2 reward points per Rs.100. Best for frequent movie goers. Fee waived at 1L spend.",999.0,999.0,3.0,100000.0,2.0,100.0,0.02,200.0,10000.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,10000.0,0.005,2000.0,0.0,0.0,12000.0,50.0,0.03,0.0,0,0.08325,-0.27064577934738193,-0.2638688159817977,-0.43114291028133567,-0.46521172652379716,-0.5926273045928272,-0.4522292566803073,-0.45139433555580655,-0.5440059184281899,-0.4674379541314951,-0.49794729611604754,-0.4522292566803072,-0.54400591842819,-0.09927000433011006,0.5998851097102851,0,1,Entry_Level
Kotak League Platinum Credit Card,Kotak,0,0,4.0,0.0,3.5,2.0,0.25,0,0,All merchants,Lifetime free platinum card. 4X reward points on all online spends. 1X on offline. No joining or renewal charges. Great no-fee Kotak starter.,Kotak,Lifetime free platinum card. 4X reward points on all online spends. 1X on offline. No joining or renewal charges. Great no-fee Kotak starter.,0.0,0.0,2.0,0.0,,,4.0,400.0,4.0,0.0,0.0,0,ecommerce,0,0,0,0,0,0,0,0,0,0,4.0,1.0,415000.0,0.0,0.0,415004.0,10000.0,1.03751,0.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.5238227350414963,1.0423569755376298,-0.5926273045928272,0.7589174408326476,0.7490020436657984,-0.20448136855702045,-0.4674379541314951,-0.49794729611604754,0.7589174408326473,-0.20448136855702054,-0.09983368891752412,0.5998851097102851,0,1,Entry_Level
YES First Preferred Credit Card,YESBank,999,999,6.0,4.0,3.5,4.0,0.25,100000,0,Amazon Swiggy,"6 YES Reward Points per Rs.100 on Amazon, Swiggy. 3X on other online. 4 airport lounge visits. Good mid-tier YES Bank card.",YESBank,"6 YES Reward Points per Rs.100 on Amazon, Swiggy. 3X on other online. 4 airport lounge visits. Good mid-tier YES Bank card.",999.0,999.0,4.0,100000.0,,,6.0,600.0,0.0,4.0,0.0,0,dining,1,0,0,0,0,0,1,0,0,2,0.0,1.5,636000.0,8000.0,0.0,644000.0,15000.0,1.61,4.0,2,0.0015512422360248446,-0.27064577934738193,-0.2638688159817977,-0.338463085521175,1.799929187628799,-0.5926273045928272,1.36753387174368,1.3913449003437033,-0.01155582979735968,-0.462201560696783,1.6633558614940314,1.3675338717436798,-0.011555829797359717,-0.09982318547800709,0.5998851097102851,3,3,Mid_Tier
YES Bank Wellness Plus Credit Card,YESBank,1499,1499,3.0,4.0,3.5,4.0,0.25,150000,0,Practo Cure.fit PharmEasy,"50% discount on health check-ups. 3X points on health, wellness, pharmacy. Complimentary health insurance add-ons. Best wellness card.",YESBank,"50% discount on health check-ups. 3X points on health, wellness, pharmacy. Complimentary health insurance add-ons. Best wellness card.",1499.0,1499.0,4.0,150000.0,50.0,100.0,0.5,50.0,0.0,4.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.125,50000.0,5600.0,0.0,55600.0,1250.0,0.139,4.0,0,0.026960431654676258,-0.21008348256432666,-0.2033631391131128,-0.338463085521175,-0.28339439562191654,-0.5926273045928272,-0.30616131326165946,-0.31188095491988155,-0.5072736021872023,-0.462201560696783,-0.49794729611604754,-0.30616131326165946,-0.5072736021872023,-0.09965114021129264,0.5998851097102851,0,1,Entry_Level
RBL Bank Titanium Delight Credit Card,RBL,1000,1000,5.0,0.0,3.5,3.0,0.25,100000,0,Grocery Movies Dining,5X reward points on grocery and movies on Tuesdays and Fridays. 1X on all others. Good for targeted high-frequency spenders.,RBL,5X reward points on grocery and movies on Tuesdays and Fridays. 1X on all others. Good for targeted high-frequency spenders.,1000.0,1000.0,3.0,100000.0,,,5.0,500.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,1.25,500000.0,0.0,0.0,500000.0,12500.0,1.25,0.0,0,0.002,-0.2705246547538158,-0.2637478046280603,-0.43114291028133567,1.4211430815832145,-0.5926273045928272,1.063225656288164,0.9960569885419157,-0.1328735715107134,-0.4674379541314951,-0.49794729611604754,1.0632256562881635,-0.13287357151071347,-0.0998201469454541,0.5998851097102851,0,1,Entry_Level
RBL Bank Monthly Treats Credit Card,RBL,0,0,2.0,0.0,3.5,1.5,0.25,0,0,Grocery,Zero annual fee. 2X reward points on grocery. 1X on all others. Vouchers on monthly milestones. Good honest no-fee grocery card.,RBL,Zero annual fee. 2X reward points on grocery. 1X on all others. Vouchers on monthly milestones. Good honest no-fee grocery card.,0.0,0.0,1.5,0.0,,,2.0,200.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.5,200000.0,0.0,0.0,200000.0,5000.0,0.5,0.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.5701626474215766,0.2847847634464604,-0.5926273045928272,0.15030100992161494,0.12409835956738417,-0.385618866746867,-0.4674379541314951,-0.49794729611604754,0.1503010099216149,-0.3856188667468671,-0.09983368891752412,0.5998851097102851,0,1,Entry_Level
AU Bank Eminence Credit Card,AUBank,9999,9999,5.0,2006.0,1.75,25.0,0.5,1500000,15000,Taj Hotels Priority Pass Lifestyle,Unlimited lounge access via Priority Pass. 5 reward points per Rs.100. Low 1.75% forex. Concierge. Hotel privileges. Best AU Bank premium card.,AUBank,Unlimited lounge access via Priority Pass. 5 reward points per Rs.100. Low 1.75% forex. Concierge. Hotel privileges. Best AU Bank premium card.,9999.0,9999.0,25.0,1500000.0,5.0,100.0,0.05,500.0,15000.0,2000.0,6.0,1,travel,0,0,0,0,0,0,0,0,0,0,15000.0,0.025,10875.0,2813800.0,9999.0,2829676.0,250.0,7.07419,2014.0,0,0.003533620103503016,0.8194755627476131,0.8252333676545304,1.607813234442199,-0.4538481433424296,0.2684551037899132,-0.427884599443866,-0.42559889278197666,1.829841923237891,2.1690861402460557,-0.49794729611604754,-0.4278845994438659,1.8298419232378909,-0.09980976282515029,-1.1700238503440268,1,0,Premium
IDFC First Millennia Credit Card,IDFCFirst,0,0,3.0,0.0,3.5,2.0,0.25,0,0,Dining Grocery Movies,"Lifetime free. 3X on online categories. 10X on first 90 days. Movie offers, dining discounts. Best starter card for young professionals.",IDFCFirst,"Lifetime free. 3X on online categories. 10X on first 90 days. Movie offers, dining discounts. Best starter card for young professionals.",0.0,0.0,2.0,0.0,,,3.0,300.0,0.0,0.0,0.0,0,dining,0,0,0,0,0,0,0,0,0,0,0.0,0.75,318000.0,0.0,0.0,318000.0,7500.0,0.795,0.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.5238227350414963,0.6635708694920451,-0.5926273045928272,0.4546092253771312,0.4670687536306999,-0.28620571728731325,-0.4674379541314951,-0.49794729611604754,0.45460922537713117,-0.2862057172873133,-0.09983368891752412,0.5998851097102851,0,1,Entry_Level
IDFC First Select Credit Card,IDFCFirst,0,0,6.0,4.0,1.99,6.0,0.25,0,0,Travel Dining Lifestyle,Lifetime free. 6X reward points on all categories. 4 lounge visits. 1.99% forex. 10X on first 90 days. Best mid-premium no-fee card.,IDFCFirst,Lifetime free. 6X reward points on all categories. 4 lounge visits. 1.99% forex. 10X on first 90 days. Best mid-premium no-fee card.,0.0,0.0,6.0,0.0,1.99,100.0,0.0199,1.99,0.0,4.0,0.0,1,general,0,0,0,0,0,0,0,0,0,0,0.0,0.004975,1990.0,5600.0,0.0,7590.0,49.75,0.018975,6.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.15310343600085366,-0.4652496051344017,-0.5926273045928272,-0.4522596875018528,-0.451423400843439,-0.5477212742681614,-0.45958336397942695,-0.49794729611604754,-0.4522596875018528,-0.5477212742681614,-0.09983368891752412,-0.9272934786794353,0,1,Entry_Level
Bajaj Finserv RBL Bank SuperCard,BajajFinserv,499,499,2.0,0.0,3.5,2.0,0.25,50000,0,Bajaj EMI Network,"4-in-1 card with credit, EMI, personal loan and cash advance features. 2 reward points per Rs.100. Best for Bajaj Finserv EMI network users.",BajajFinserv,"4-in-1 card with credit, EMI, personal loan and cash advance features. 2 reward points per Rs.100. Best for Bajaj Finserv EMI network users.",499.0,499.0,2.0,50000.0,2.0,100.0,0.02,200.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.005,2000.0,0.0,0.0,2000.0,50.0,0.005,0.0,0,0.2495,-0.33120807613043723,-0.3243744928504826,-0.5238227350414963,-0.46521172652379716,-0.5926273045928272,-0.4522292566803073,-0.45139433555580655,-0.5524307616027284,-0.4674379541314951,-0.49794729611604754,-0.4522292566803072,-0.5524307616027285,-0.09814432790179071,0.5998851097102851,0,1,Entry_Level
Paytm SBI Credit Card,SBI,499,499,3.0,0.0,3.5,2.0,1.0,100000,0,Paytm,3% cashback on Paytm app spends. 2% on Paytm Mall. 1% on all other online. Cashback credited as Paytm First Gold. Fee waived at 1L spend.,SBI,3% cashback on Paytm app spends. 2% on Paytm Mall. 1% on all other online. Cashback credited as Paytm First Gold. Fee waived at 1L spend.,499.0,499.0,2.0,100000.0,3.0,100.0,0.03,3.0,3.0,0.0,0.0,0,ecommerce,0,0,0,0,0,0,0,0,0,0,3.0,0.03,12450.0,0.0,0.0,12453.0,300.0,0.0311325,0.0,0,0.04007066570304344,-0.33120807613043723,-0.3243744928504826,-0.5238227350414963,-0.46142386546334135,1.9906199205553938,-0.4217984351347557,-0.42102110997986036,-0.5436242730323834,-0.4674379541314951,-0.49794729611604754,-0.4217984351347556,-0.5436242730323834,-0.09956237099963551,0.5998851097102851,0,1,Entry_Level
Paytm SBI Select Credit Card,SBI,1499,1499,5.0,4.0,3.5,4.0,1.0,200000,0,Paytm Movies Recharge,5% cashback on Paytm platform. 2% on other online. 1% offline. 4 lounge visits/year. Best for Paytm heavy users wanting airport lounge.,SBI,5% cashback on Paytm platform. 2% on other online. 1% offline. 4 lounge visits/year. Best for Paytm heavy users wanting airport lounge.,1499.0,1499.0,4.0,200000.0,5.0,100.0,0.05,5.0,0.0,4.0,0.0,0,ecommerce,0,0,0,0,0,0,0,0,0,0,0.0,0.05,20750.0,5600.0,0.0,26350.0,500.0,0.065875,4.0,0,0.05688804554079696,-0.21008348256432666,-0.2033631391131128,-0.338463085521175,-0.4538481433424296,1.9906199205553938,-0.3974537778983144,-0.39689692124489834,-0.5319162684727272,-0.462201560696783,-0.49794729611604754,-0.3974537778983143,-0.5319162684727273,-0.09944850075560874,0.5998851097102851,0,1,Entry_Level
Fi Money Federal Bank Credit Card,FederalBank,0,0,2.0,0.0,1.0,2.5,1.0,0,0,Fi App,Lifetime free. 2% rewards on all spends. Low 1% forex on international transactions. App-first experience. No hidden charges. Best neobank credit card.,FederalBank,Lifetime free. 2% rewards on all spends. Low 1% forex on international transactions. App-first experience. No hidden charges. Best neobank credit card.,0.0,0.0,2.5,0.0,2.0,100.0,0.02,2.0,2.0,0.0,0.0,1,general,0,0,0,0,0,0,0,0,0,0,2.0,0.02,8000.0,0.0,0.0,8002.0,200.0,0.020005,2.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.47748282266141595,-0.46521172652379716,1.9906199205553938,-0.4339707637529763,-0.4339551629763159,-0.5473741707293704,-0.46481975741413906,-0.49794729611604754,-0.4339707637529763,-0.5473741707293704,-0.09983368891752412,-1.9285562617958747,0,1,Entry_Level
Scapia Federal Bank Credit Card,FederalBank,0,0,10.0,2000.0,0.0,3.0,1.0,0,0,Travel flights hotels,Zero annual fee. 10% Scapia coins on travel. Zero forex markup. Unlimited domestic lounge access. Best zero-fee travel card in India 2024.,FederalBank,Zero annual fee. 10% Scapia coins on travel. Zero forex markup. Unlimited domestic lounge access. Best zero-fee travel card in India 2024.,0.0,0.0,3.0,0.0,10.0,100.0,0.1,10.0,0.0,2000.0,0.0,1,travel,0,0,0,0,0,0,0,0,0,0,0.0,0.1,43500.0,2800000.0,0.0,2843500.0,1000.0,7.10875,2002.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.43114291028133567,-0.4349088380401504,1.9906199205553938,-0.33659213480721106,-0.33077339188099636,1.841488426442373,2.1533769599419195,-0.49794729611604754,-0.33659213480721106,1.841488426442373,-0.09983368891752412,-2.9399328103983384,1,0,Premium
Kreditbee Bank Credit Card,IDFCFirst,0,0,1.0,0.0,3.5,1.5,0.25,0,0,,Entry-level card for individuals with limited credit history. Zero annual fee. Secured or unsecured option. Best for building credit score.,IDFCFirst,Entry-level card for individuals with limited credit history. Zero annual fee. Secured or unsecured option. Best for building credit score.,0.0,0.0,1.5,0.0,,,1.0,100.0,0.0,0.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.25,100000.0,0.0,0.0,100000.0,2500.0,0.25,0.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.5701626474215766,-0.09400134259912422,-0.5926273045928272,-0.15400720553390132,-0.16655451675745964,-0.46986729849225156,-0.4674379541314951,-0.49794729611604754,-0.15400720553390132,-0.4698672984922516,-0.09983368891752412,0.5998851097102851,0,1,Entry_Level
Federal Bank Visa RuPay Credit Card,FederalBank,0,0,2.0,2.0,3.5,2.0,0.25,0,0,UPI,Lifetime free RuPay credit card. UPI-linked for seamless credit card on UPI payments. 2 lounge visits. 2 reward points per Rs.100.,FederalBank,Lifetime free RuPay credit card. UPI-linked for seamless credit card on UPI payments. 2 lounge visits. 2 reward points per Rs.100.,0.0,0.0,2.0,0.0,2.0,100.0,0.02,200.0,0.0,2.0,0.0,0,general,0,0,0,0,0,0,0,0,0,0,0.0,0.005,2000.0,2800.0,0.0,4800.0,50.0,0.012,2.0,0,0.0,-0.39164924831992637,-0.3847591583654301,-0.5238227350414963,-0.46521172652379716,-0.5926273045928272,-0.4522292566803073,-0.45139433555580655,-0.5500718055138576,-0.46481975741413906,-0.49794729611604754,-0.4522292566803072,-0.5500718055138577,-0.09983368891752412,0.5998851097102851,0,1,Entry_Level
